taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4870667	Nisusia Walcott, 1905	4870667	Nisusia Walcott, 1905	25	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Nisusiidae	3251953	Nisusia	4870667			
4980263	Petaloptyon danei Raymond, 1931	4980263	Petaloptyon danei Raymond, 1931	7	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43							Petaloptyon	7947050	Petaloptyon danei	4980263	
8562580	Macabeemyrma ovata Archibald et al., 2006	8562580	Macabeemyrma ovata Archibald et al., 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Macabeemyrma	4673236	Macabeemyrma ovata	8562580	
2687913	Equisetum L.	2687913	Equisetum L.	6	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Equisetales	954	Equisetaceae	3105	Equisetum	2687913			
8485946	Scoliorhiza kellyi Raymond, 1925	8485946	Scoliorhiza kellyi Raymond, 1925	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121			Cestraciontidae	4964540	Scoliorhiza	4814981	Scoliorhiza kellyi	8485946	
4881843	Salvadorea Nelson, 1981	4881843	Salvadorea Nelson, 1981	12	GENUS	DOUBTFUL	Animalia	1	Cnidaria	43	Anthozoa	206			Streptelasmatidae	3250480	Salvadorea	4881843			
4882864	Aulopora Goldfuss, 1826	4882864	Aulopora Goldfuss, 1826	1	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Auloporidae	3250557	Aulopora	4882864			
4979620	Fistuliramus pacificus Gilmour & Snyder, 2000	4979620	Fistuliramus pacificus Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cystoporida	825	Fistuliporidae	9719	Fistuliramus	9680376	Fistuliramus pacificus	4979620	
8561946	Posidonotis semiplicata (Hyatt, 1894)	9129612	Monotis semiplicata (Hyatt, 1894)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611	Posidoniidae	4592434	Posidonotis	9593998	Monotis semiplicata	9129612	
3231229	Myrtophyllum Turczaninow, 1863	3231229	Myrtophyllum Turczaninow, 1863	1	GENUS	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Myrtophyllum	3231229			
4865403	Rostricellula Ulrich & Cooper, 1942	4865403	Rostricellula Ulrich & Cooper, 1942	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Trigonirhynchiidae	3252083	Rostricellula	4865403			
4979649	Meekoporella inflecta Gilmour & Snyder, 2000	4979649	Meekoporella inflecta Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cystoporida	825	Hexagonellidae	9602	Meekoporella	1004488	Meekoporella inflecta	4979649	
5932898	Inoceramus dowlingi McLearn, 1931	5932898	Inoceramus dowlingi McLearn, 1931	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Myalinida	9267240	Inoceramidae	4592617	Inoceramus	7234816	Inoceramus dowlingi	5932898	
225	Gastropoda	225	Gastropoda	9	CLASS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225									
4575448	Theodenisia Clark, 1948	4575448	Theodenisia Clark, 1948	6	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Catillicephalidae	3267086	Theodenisia	4575448			
4586889	Entolium Meek, 1865	4586889	Entolium Meek, 1865	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Entoliidae	4305331	Entolium	4586889			
4635586	Kobayashia Harrington, 1938	4635586	Kobayashia Harrington, 1938	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Asaphidae	3267117	Kobayashia	4635586			
4870449	Wimanella Walcott, 1908	4870449	Wimanella Walcott, 1908	4	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Eoorthidae	4870431	Wimanella	4870449			
4871159	Walcottidiscus Bassler, 1935	4871159	Walcottidiscus Bassler, 1935	3	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50					Stromatocystitidae	4871201	Walcottidiscus	4871159			
8510117	Lachnostoma latucelsum Ross, 1951	8510117	Lachnostoma latucelsum Ross, 1951	23	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Asaphidae	3267117	Lachnostoma	3267118	Lachnostoma latucelsum	8510117	
8806056	Elrathina cordillerae (Rominger, 1887)	11199934	Conocephalites cordillerae (Rominger, 1887)	8	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Elrathina	4633895	Conocephalites cordillerae	11199934	
4868945	Terebratula Müller, 1776	4868945	Terebratula Müller, 1776	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509	Terebratulidae	7526	Terebratula	4868945			
4945973	Pseudagnostus josephus (Hall, 1863)	4945973	Pseudagnostus josephus (Hall, 1863)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Diplagnostidae	4639528	Pseudagnostus	4639462	Pseudagnostus josephus	4945973	
4975646	Gogia stephenensis Sprinkle & Collins, 2006	4975646	Gogia stephenensis Sprinkle & Collins, 2006	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50					Eocrinidae	4877606	Gogia	4575018	Gogia stephenensis	4975646	
5428494	Sapindopsis Fontaine, 1889	5428494	Sapindopsis Fontaine, 1889	3	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Sapindopsis	5428494			
7438407	Agnostus Brongniart, 1822	7438407	Agnostus Brongniart, 1822	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Agnostidae	4639367	Agnostus	7438407			
8445300	Cambrorhytium fragilis Conway Morris & Robinson, 1988	8445300	Cambrorhytium fragilis Conway Morris & Robinson, 1988	11	SPECIES	ACCEPTED	Animalia	1									Cambrorhytium	4579459	Cambrorhytium fragilis	8445300	
8547240	Diagoniella cyathiformis (Dawson & Hinde, 1889)	9316356	Protospongia cyathiformis (Dawson & Hinde, 1889)	5	SPECIES	SYNONYM	Animalia	1	Porifera	105	Hexactinellida	146			Protospongiidae	3251809	Diagoniella	4581077	Protospongia cyathiformis	9316356	
55	Chaetognatha	55	Chaetognatha	3	PHYLUM	ACCEPTED	Animalia	1	Chaetognatha	55											
4827420	Paromomyidae	4827420	Paromomyidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Paromomyidae	4827420					
4947147	Propinacoceras beyrichi Gemmellaro, 1887	4947147	Propinacoceras beyrichi Gemmellaro, 1887	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Medlicottiidae	4625226	Propinacoceras	4625237	Propinacoceras beyrichi	4947147	
4962936	Eobucania pulchra Kobayashi, 1955	4962936	Eobucania pulchra Kobayashi, 1955	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52					Tropidodiscidae	3245275	Eobucania	4606973	Eobucania pulchra	4962936	
6453514	Burgessochaeta setigera (Walcott, 1911)	6453514	Burgessochaeta setigera (Walcott, 1911)	22	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256					Burgessochaeta	4811884	Burgessochaeta setigera	6453514	
7916927	Margaretia Walcott, 1931	7916927	Margaretia Walcott, 1931	2	GENUS	ACCEPTED	Animalia	1	Hemichordata	75	Enteropneusta	277					Margaretia	7916927			
3012146	Sorbus L.	3012146	Sorbus L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Sorbus	3012146			
4579109	Chancelloria Walcott, 1920	4579109	Chancelloria Walcott, 1920	2	GENUS	ACCEPTED	Animalia	1							Chancelloriidae	4579107	Chancelloria	4579109			
4866577	Leptagonia M'Coy, 1844	4866577	Leptagonia M'Coy, 1844	3	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Leptaenidae	4867155	Leptagonia	4866577			
4948050	Tichkaella carinata (Rasetti, 1957)	10786708	Hampilina carinata (Rasetti, 1957)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52					Scenellidae	4583974	Hampilina	4583878	Hampilina carinata	10786708	
7900073	Sphenopteris (A.T.Brongniart) Sternberg, 1825	7900073	Sphenopteris (A.T.Brongniart) Sternberg, 1825	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728					Lyginopteridaceae	3230418	Sphenopteris	7900073			
42	Annelida	42	Annelida	3	PHYLUM	ACCEPTED	Animalia	1	Annelida	42											
4370926	Pholadomya G.B.Sowerby I, 1823	4370926	Pholadomya G.B.Sowerby I, 1823	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137			Pholadomyidae	6864	Pholadomya	4370926			
4809271	Amphissites Girty, 1910	4809271	Amphissites Girty, 1910	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Amphissitidae	4808708	Amphissites	4809271			
8471913	Rhipidomella missouriensis (Swallow, 1860)	10288766	Orthis missouriensis (Swallow, 1860)	2	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Rhipidomellidae	3251941	Rhipidomella	4870328	Orthis missouriensis	10288766	
9559185	Ammonoidea	9559185	Ammonoidea	2	ORDER	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185							
2684241	Pinus L.	2684241	Pinus L.	46	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Pinus	2684241			
2875967	Corylus L.	2875967	Corylus L.	4	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Corylus	2875967			
4856520	Dyscritellina Dunaeva & Morozova, 1967	4856520	Dyscritellina Dunaeva & Morozova, 1967	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Trepostomatida	826	Dyscritellidae	4856518	Dyscritellina	4856520			
4863602	Dinomischus Conway Morris, 1977	4863602	Dinomischus Conway Morris, 1977	2	GENUS	ACCEPTED	Animalia	1									Dinomischus	4863602			
7547814	Ariadnaesporites R.Potonié, 1956	7547814	Ariadnaesporites R.Potonié, 1956	4	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Salviniales	7229405	Salviniaceae	6629	Ariadnaesporites	7547814			
8516381	Stegerhynchus borealis (Buch, 1834)	9623302	Terebratula borealis (Buch, 1834)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Rhynchotrematidae	4865968	Stegerhynchus	4865986	Terebratula borealis	9623302	
8546891	Euidothyris francescalaurae Stauffer, 1930	8546891	Euidothyris francescalaurae Stauffer, 1930	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509	Terebratulidae	7526	Euidothyris	4869088	Euidothyris francescalaurae	8546891	
7975	Phryganeidae	7975	Phryganeidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Trichoptera	1003	Phryganeidae	7975					
4634169	Schistometopus Resser, 1938	4634169	Schistometopus Resser, 1938	8	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Schistometopus	4634169			
4979994	Dyscritella iwaizakiensis Sakagami, 1961	4979994	Dyscritella iwaizakiensis Sakagami, 1961	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Trepostomatida	826	Dyscritellidae	4856518	Dyscritella	4856519	Dyscritella iwaizakiensis	4979994	
4982023	Ginkgo adiantoides (Unger) Heer	4982023	Ginkgo adiantoides (Unger) Heer	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Ginkgoopsida	244	Ginkgoales	418	Ginkgoaceae	3070	Ginkgo	2687884	Ginkgo adiantoides	4982023	
5932648	Panope elongatissima (McLearn, 1933)	8923284	Psilomya elongatissima (McLearn, 1933)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Adapedonta	9584178	Hiatellidae	6882	Panopea	2288864	Psilomya elongatissima	8923284	
9010407	Eocystites longidactylus (Walcott, 1886)	9010407	Eocystites longidactylus (Walcott, 1886)	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50					Eocrinidae	4877606	Gogia	4575018	Eocystites longidactylus	9010407	
4634734	Plethopeltis Raymond, 1913	4634734	Plethopeltis Raymond, 1913	16	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Plethopeltidae	4634733	Plethopeltis	4634734			
4666714	Peytoia Walcott, 1911	4666714	Peytoia Walcott, 1911	24	GENUS	ACCEPTED	Animalia	1	Arthropoda	54					Hurdiidae	8658854	Peytoia	4666714			
8517034	Corbinia horatio Walcott, 1924	8517034	Corbinia horatio Walcott, 1924	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Eurekiidae	4635648	Corbinia	4639076	Corbinia horatio	8517034	
10907082	Scrophulariales	408	Lamiales	1	ORDER	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408							
2382	Ulmaceae	2382	Ulmaceae	10	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Ulmaceae	2382					
4572358	Atrypa Dalman, 1828	4572358	Atrypa Dalman, 1828	4	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Atrypidae	3252448	Atrypa	4572358			
4941724	Sphenopteris mclearni Bell, 1956	4941724	Sphenopteris mclearni Bell, 1956	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728					Lyginopteridaceae	3230418	Sphenopteris	7900073	Sphenopteris mclearni	4941724	
4945253	Canadaspis perfecta (Walcott, 1912)	4641329	Hymenocaris perfecta (Walcott, 1912)	127	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Leptostraca	7692634			Canadaspis	4641215	Hymenocaris perfecta	4641329	
7619916	Stromatopora Goldfuss, 1826	7619916	Stromatopora Goldfuss, 1826	8	GENUS	ACCEPTED	Animalia	1	Porifera	105					Stromatoporidae	4580268	Stromatopora	7619916			
8093309	Bairdia permiana Hamilton, 1942	8093309	Bairdia permiana Hamilton, 1942	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Bairdiidae	5190	Bairdia	1028869	Bairdia permiana	8093309	
8270116	Kirkbya buekkensis Kozur, 1985	8270116	Kirkbya buekkensis Kozur, 1985	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Kirkbyidae	4809702	Kirkbya	4809703	Kirkbya buekkensis	8270116	
8577270	Tichkaella insulcata (Rasetti, 1957)	10678211	Hampilina insulcata (Rasetti, 1957)	4	SPECIES	SYNONYM	Animalia	1	Mollusca	52					Scenellidae	4583974	Hampilina	4583878	Hampilina insulcata	10678211	
8608171	Intornites intornatus (McLearn, 1946)	8608171	Intornites intornatus (McLearn, 1946)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Longobarditidae	4622726	Intornites	4574265	Intornites intornatus	8608171	
3251531	Hazelia Walcott, 1920	3251531	Hazelia Walcott, 1920	29	GENUS	ACCEPTED	Animalia	1	Porifera	105					Hazeliidae	3251530	Hazelia	3251531			
4634461	Idiomesus Raymond, 1924	4634461	Idiomesus Raymond, 1924	9	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Shumardiidae	4634457	Idiomesus	4634461			
4636779	Bonnaspis Resser, 1936	4636779	Bonnaspis Resser, 1936	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dinesidae	3266666	Bonnaspis	4636779			
4865425	Sinotectirostrum Sartenaer, 1961	4865425	Sinotectirostrum Sartenaer, 1961	1	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Trigonirhynchiidae	3252083	Sinotectirostrum	4865425			
9072075	Aysheaia pedunculata Walcott, 1911	9072075	Aysheaia pedunculata Walcott, 1911	7	SPECIES	ACCEPTED	Animalia	1							Aysheaiidae	11134010	Aysheaia	4884712	Aysheaia pedunculata	9072075	
10903481	Taenicephalus Ulrich & Resser, 1924	10903481	Taenicephalus Ulrich & Resser, 1924	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Parabolinoididae	4635889	Taenicephalus	10903481			
3252367	Avonia Thomas, 1914	3252367	Avonia Thomas, 1914	9	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Productellidae	3252356	Avonia	3252367			
4636568	Wenkchemnia Rasetti, 1951	4636568	Wenkchemnia Rasetti, 1951	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dolichometopidae	3266678	Wenkchemnia	4636568			
4880903	Piceaphyllum Rozkowska, 1979	4880903	Piceaphyllum Rozkowska, 1979	5	GENUS	DOUBTFUL	Animalia	1	Cnidaria	43	Anthozoa	206					Piceaphyllum	4880903			
4951867	Camptonectes matonabbei McLearn, 1933	4951867	Camptonectes matonabbei McLearn, 1933	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Pectinidae	3472	Camptonectes	4373433	Camptonectes matonabbei	4951867	
9485611	Ostreida	9485611	Ostreida	12	ORDER	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611							
2686286	Pseudolarix Gordon & Glend.	2686286	Pseudolarix Gordon & Glend.	10	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Pseudolarix	2686286			
4942302	Smithiphyllum frondosum McLean & Pedder, 1987	4942302	Smithiphyllum frondosum McLean & Pedder, 1987	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Endophyllidae	3251126	Smithiphyllum	4883964	Smithiphyllum frondosum	4942302	
8522161	Choia ridleyi Walcott, 1920	8522161	Choia ridleyi Walcott, 1920	3	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Choiidae	3251528	Choia	3251529	Choia ridleyi	8522161	
8763256	Bathyuriscus howelli Walcott, 1886	8763256	Bathyuriscus howelli Walcott, 1886	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dorypygidae	4636700	Bathyuriscus	4636891	Bathyuriscus howelli	8763256	
4577238	Athyris M'Coy, 1844	4577238	Athyris M'Coy, 1844	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Athyrididae	3252335	Athyris	4577238			
4870365	Hesperorthis Schuchert & Cooper, 1931	4870365	Hesperorthis Schuchert & Cooper, 1931	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Dolerorthidae	4870358	Hesperorthis	4870365			
4979764	Wjatkella nanea Gilmour & Snyder, 2000	4979764	Wjatkella nanea Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Fenestrida	1490	Fenestellidae	5701	Wjatkella	4857429	Wjatkella nanea	4979764	
4981739	Dunveganoceras hagei Warren & Stelck, 1955	4981739	Dunveganoceras hagei Warren & Stelck, 1955	1	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Bacillariophyceae	7947184	Chaetocerotales	1096	Acanthocerataceae	2918	Dunveganoceras	4626928	Dunveganoceras hagei	4981739	
8263689	Baculites aquilaensis Reeside, 1927	8263689	Baculites aquilaensis Reeside, 1927	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Baculitidae	4626262	Baculites	7793367	Baculites aquilaensis	8263689	
4634167	Parapoulsenia Rasetti, 1957	4634167	Parapoulsenia Rasetti, 1957	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychoparioidae	4634166	Parapoulsenia	4634167			
4634201	Pulchricapitus Kurtz, 1975	4634201	Pulchricapitus Kurtz, 1975	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276			Pulchricapitus	4634201			
4809396	Polytylites Cooper, 1941	4809396	Polytylites Cooper, 1941	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Amphissitidae	4808708	Polytylites	4809396			
4948358	Protoconchioides rasettii Geyer, 1994	4948358	Protoconchioides rasettii Geyer, 1994	8	SPECIES	ACCEPTED	Animalia	1	Mollusca	52					Protoconchoididae	4583828	Protoconchioides	4948353	Protoconchioides rasettii	4948358	
8580429	Kainella flagricauda (White, 1874)	8580429	Kainella flagricauda (White, 1874)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Remopleurididae	3267141	Kainella	4635856	Kainella flagricauda	8580429	
8684597	Hapalospongia flexuosa Rigby & Collins, 2004	8684597	Hapalospongia flexuosa Rigby & Collins, 2004	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Ulospongiellidae	8596764	Hapalospongia	8475771	Hapalospongia flexuosa	8684597	
7275	Asilidae	7275	Asilidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Asilidae	7275					
4667156	Leanchoilia superlata Walcott, 1912	4667156	Leanchoilia superlata Walcott, 1912	26	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54					Leanchoiliidae	4667154	Leanchoilia	4667155	Leanchoilia superlata	4667156	
4866242	Leioproductus	4866242	Leioproductus	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Leioproductidae	4868619	Leioproductus	4866242			
0	incertae sedis			472	KINGDOM		incertae sedis	0													
4592447	Oxytoma Meek, 1864	4592447	Oxytoma Meek, 1864	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Oxytomidae	3248044	Oxytoma	4592447			
4874304	Platycrinites Miller, 1821	4874304	Platycrinites Miller, 1821	2	GENUS	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215			Platycrinitidae	4874300	Platycrinites	4874304			
5798594	Pagetia bootes Walcott, 1916	5798594	Pagetia bootes Walcott, 1916	26	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Eodiscidae	3266643	Pagetia	3266629	Pagetia bootes	5798594	
8525808	Ypresiomyrma orbiculata Archibald et al., 2006	8525808	Ypresiomyrma orbiculata Archibald et al., 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Ypresiomyrma	4673440	Ypresiomyrma orbiculata	8525808	
3252296	Tomiopsis Benediktova, 1956	3252296	Tomiopsis Benediktova, 1956	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Ingelarellidae	3252293	Tomiopsis	3252296			
4634106	Elvinia Walcott, 1924	4634106	Elvinia Walcott, 1924	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Elviniidae	4634104	Elvinia	4634106			
4823234	Corythosaurus Brown, 1914	4823234	Corythosaurus Brown, 1914	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358			Lambeosauridae	4823226	Corythosaurus	4823234			
4864369	Obolus Eichwald, 1829	4864369	Obolus Eichwald, 1829	3	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Lingulata	209	Lingulida	1440	Obolidae	3252593	Obolus	4864369			
4623942	Imitoceras Schindewolf, 1924	4623942	Imitoceras Schindewolf, 1924	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Prionoceratidae	4623784	Imitoceras	4623942			
4822619	Tyrannosauridae	4822619	Tyrannosauridae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358			Tyrannosauridae	4822619					
8484604	Spirogmoceras shastense (Smith, 1904)	8484604	Spirogmoceras shastense (Smith, 1904)	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Trachyceratidae	3245986	Spirogmoceras	4623332	Spirogmoceras shastense	8484604	
59	Pteridophyta	7707728	Tracheophyta	1	PHYLUM	SYNONYM	Plantae	6	Tracheophyta	7707728											
4637277	Caborcella Lochman, 1948	4637277	Caborcella Lochman, 1948	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Caborcella	4637277			
4874444	Maligneocrinus Laudon, Parks & Spreng, 1952	4874444	Maligneocrinus Laudon, Parks & Spreng, 1952	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Maligneocrinus	4874444			
8883420	Streblotrypa Vine, 1885	8883420	Streblotrypa Vine, 1885	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cryptostomida	1485	Rhabdomesidae	5627	Streblotrypa	8883420			
4946363	Stenothecoides elongata (Walcott, 1884)	9510516	Stenotheca elongata (Walcott, 1884)	5	SPECIES	SYNONYM	Animalia	1	Mollusca	52					Cambridiidae	4585956	Stenothecoides	4585958	Stenotheca elongata	9510516	
4635821	Hemigyraspis Raymond, 1910	4635821	Hemigyraspis Raymond, 1910	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Asaphidae	3267117	Hemigyraspis	4635821			
4636911	Athabaskia ostheimeri Raymond, 1928	4636911	Athabaskia ostheimeri Raymond, 1928	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dolichometopidae	3266678	Athabaskia	4636910	Athabaskia ostheimeri	4636911	
4811355	Tubulella Howell, 1949	4811355	Tubulella Howell, 1949	2	GENUS	DOUBTFUL	Animalia	1	Annelida	42	Polychaeta	256					Tubulella	4811355			
4899748	Trochodendroides E.W.Berry, 1922	4899748	Trochodendroides E.W.Berry, 1922	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Trochodendrales	7471799	Trochodendraceae	3234476	Trochodendroides	4899748			
4942379	Bouvierphyllum altum McLean & Pedder, 1984	4942379	Bouvierphyllum altum McLean & Pedder, 1984	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Arachnophyllidae	3250407	Bouvierphyllum	4881598	Bouvierphyllum altum	4942379	
